name,definitions,distinct_values,top_values
--click-pulse-size,2,2,16px [1 files] || 20px [1 files]
--covision-accent,2,2,"var(--brand-primary, #c57171) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--covision-card-border-width,2,2,1px [1 files] || 2px [1 files]
--covision-field-bg,2,2,"var(--input-bg) [1 files] || var(--hc-field-bg, var(--hc-control-bg, #10151d)) [1 files]"
--covision-field-border,2,2,"var(--input-border, 1px solid var(--covision-card-border)) [1 files] || 2px solid var(--hc-accent, #ffea00) [1 files]"
--covision-field-focus-shadow,2,2,"var(--input-shadow-focus-composite, var(--input-shadow-hover-composite, var(--input-shadow-hover, var(--input-shadow, none)))) [1 files] || none [1 files]"
--covision-field-hover-bg,2,2,"var(--input-bg-hover, var(--input-bg)) [1 files] || var(--hc-field-bg-hover, var(--covision-field-bg)) [1 files]"
--covision-field-placeholder,2,2,"var(--input-placeholder, var(--covision-muted)) [1 files] || var(--hc-muted, #d7e2f5) [1 files]"
--covision-field-shadow,2,2,"var(--input-shadow-composite, var(--input-shadow, none)) [1 files] || none [1 files]"
--covision-field-text,2,2,"var(--input-text, var(--covision-text)) [1 files] || var(--hc-text, #eef4ff) [1 files]"
--covision-focus-ring,2,2,"var(--btn-primary-focus-ring-color, rgba(197, 113, 113, 0.28)) [1 files] || var(--hc-focus-ring, rgba(188, 220, 255, 0.5)) [1 files]"
--covision-panel-hover-bg,2,2,"var(--subpage-card-bg-hover, var(--subpage-card-bg)) [1 files] || var(--workspace-elevated-card-bg-hover, var(--hc-panel-bg-hover, rgba(255, 234, 0, 0.08))) [1 files]"
--covision-toolbar-gap,2,2,"clamp(0.58rem, 1.2vw, 0.78rem) [1 files] || 0.56rem [1 files]"
--csp-active-scale,2,2,1.03 [1 files] || 1.01 [1 files]
--csp-arrow-color,2,2,#c57171 [1 files] || #7A3A38 [1 files]
--csp-hidden-opacity,2,2,0 [1 files] || 0.2 [1 files]
--csp-hidden-scale,2,2,0.9 [1 files] || 0.94 [1 files]
--csp-neighbor-opacity,2,2,0.44 [1 files] || 0.42 [1 files]
--csp-neighbor-scale,2,2,0.93 [1 files] || 0.965 [1 files]
--dashboard-info-blur,2,2,"var(--glass-blur-radius, 1rem) [1 files] || 1rem [1 files]"
--drawer-overlay-bg,2,2,"rgba(0, 0, 0, 0.36) [1 files] || rgba(15, 23, 42, 0.08) [1 files]"
--edge-sensitivity,2,2,18 [1 files] || 30 [1 files]
--glass-border-color,2,2,"transparent [1 files] || rgba(148, 163, 184, 0.35) [1 files]"
--glass-input-bg-active,2,2,"var(--hc-surface) [1 files] || rgba(18, 20, 32, 0.24) [1 files]"
--glass-input-bg-idle,2,2,"var(--hc-bg) [1 files] || rgba(18, 20, 32, 0.18) [1 files]"
--glass-modal-blur,2,2,"0px [1 files] || var(--glass-blur-radius, 1rem) [1 files]"
--glass-modal-title-shadow,2,2,"0 0.28rem 0.38rem rgba(0, 0, 0, 0.24) [1 files] || none [1 files]"
--glass-ring-br-bottom,2,2,"calc( var(--ring-diameter, var(--ring-diameter-default)) / 2 ) [1 files] || clamp(1.6rem, 3.5vw, 2.4rem) [1 files]"
--glass-ring-scroll-offset-open,2,2,"clamp(3.8rem, 8.5vh, 6.2rem) [1 files] || clamp(2.4rem, 6vh, 4.2rem) [1 files]"
--glass-ring-tilt-perspective,2,2,3200px [1 files] || 4200px [1 files]
--glow-padding,2,2,34px [1 files] || 40px [1 files]
--hc-border,2,2,"rgba(var(--hc-accent-rgb),0.64) [1 files] || rgba(255, 234, 0, 0.66) [1 files]"
--hc-border-soft,2,2,"rgba(var(--hc-accent-rgb),0.9) [1 files] || rgba(255, 234, 0, 0.9) [1 files]"
--home-card-blur,2,2,0.75rem [1 files] || 0.6rem [1 files]
--home-card-saturate,2,2,100% [1 files] || 118% [1 files]
--home-card-shell-shadow,2,2,"0 28px 38px -20px rgba(12, 7, 6, 0.3), 0 16px 22px -18px rgba(12, 7, 6, 0.2) [1 files] || 0 28px 38px -20px rgba(12, 7, 6, 0.32), 0 16px 22px -18px rgba(12, 7, 6, 0.22) [1 files]"
--home-card-shell-shadow-return,2,2,"0 22px 30px -20px rgba(12, 7, 6, 0.2), 0 14px 18px -18px rgba(12, 7, 6, 0.14) [1 files] || 0 22px 30px -20px rgba(12, 7, 6, 0.22), 0 14px 18px -18px rgba(12, 7, 6, 0.15) [1 files]"
--home-card-surface-saturate,2,2,104% [1 files] || 122% [1 files]
--home-logo-shine-x0,2,2,-28px [1 files] || -22px [1 files]
--home-logo-shine-x1,2,2,82px [1 files] || 56px [1 files]
--home-logo-shine-y0,2,2,-260px [1 files] || -240px [1 files]
--home-logo-shine-y1,2,2,600px [1 files] || 520px [1 files]
--home-mobile-bg-height,2,2,calc( var(--home-mobile-canvas-height) + var(--home-mobile-safe-bottom) ) [1 files] || calc( var(--home-mobile-stable-vh) + var(--home-mobile-safe-bottom) + var(--home-mobile-safe-bottom) ) [1 files]
--home-mobile-canvas-height,2,2,"calc( var(--glass-mobile-root-vh, 100dvh) + var(--home-mobile-safe-bottom) ) [1 files] || calc( var(--home-mobile-stable-vh) + var(--home-mobile-safe-bottom) ) [1 files]"
--input-shadow-composite,2,2,"var(--subpage-card-shadow) [1 files] || var(--input-shadow), var(--input-surface-overlay) [1 files]"
--input-shadow-focus-composite,2,2,"var(--subpage-card-shadow) [1 files] || var(--input-shadow-hover), var(--input-surface-overlay-focus) [1 files]"
--input-shadow-hover-composite,2,2,"var(--subpage-card-shadow) [1 files] || var(--input-shadow-hover), var(--input-surface-overlay-hover) [1 files]"
--link-brand-border-hover,2,2,"rgba(var(--hc-accent-rgb),0.9) [1 files] || #7a3a38 [1 files]"
--link-brand-shadow-hover,2,2,"rgba(var(--hc-accent-rgb),0.22) [1 files] || rgba(122, 58, 56, 0.26) [1 files]"
--orbit-item-size,2,2,"clamp(4.7rem, 19.8vw, 5.75rem) !important [1 files] || clamp(5.6rem, 23vw, 7.2rem) [1 files]"
--orbit-item-size-open,2,2,"clamp(4.95rem, 21vw, 6.05rem) !important [1 files] || clamp(6rem, 24.5vw, 7.6rem) [1 files]"
--orbit-size,2,2,"min(88vw, 20.1rem) !important [1 files] || min(92vw, 22.5rem) [1 files]"
--otp-check-text,2,2,var(--workspace-feature-checkbox-text) [1 files] || var(--hc-accent) [1 files]
--otp-input-bg,2,2,"rgba(9, 14, 24, 0.76) [1 files] || rgba(252, 248, 247, 0.64) [1 files]"
--otp-panel-bg,2,2,"rgba(14, 20, 32, 0.42) [1 files] || rgba(252, 248, 247, 0.58) [1 files]"
--pin-gloss-bg,2,2,"linear-gradient( 135deg, rgba(var(--mid-white-rgb), 0.42) 0%, rgba(var(--mid-white-rgb), 0.18) 32%, rgba(var(--mid-white-rgb), 0) 58%, rgba(var(--mid-white-rgb), 0.12) 74%, rgba(126, 95, 88, 0.08) 100% ), radial-gradient( 120% 110% at 18% 16%, rgba(var(--mid-white-rgb), 0.28) 0%, rgba(var(--mid-white-rgb), 0) 64% ), radial-gradient( 120% 120% at 84% 90%, rgba(var(--mid-white-rgb), 0.1) 0%, rgba(var(--mid-white-rgb), 0) 56% ) [1 files] || linear-gradient( 135deg, rgba(255, 255, 255, 0.24) 0%, rgba(255, 255, 255, 0.08) 32%, rgba(255, 255, 255, 0) 58%, rgba(255, 255, 255, 0.04) 74%, rgba(0, 0, 0, 0.06) 100% ), radial-gradient( 120% 110% at 18% 16%, rgba(255, 255, 255, 0.14) 0%, rgba(255, 255, 255, 0) 64% ), radial-gradient( 120% 120% at 84% 90%, rgba(255, 255, 255, 0.04) 0%, rgba(255, 255, 255, 0) 56% ) [1 files]"
--policy-ring-open-scale,2,2,1.06 [1 files] || 1.09 [1 files]
--policy-ring-scale,2,2,1.06 [1 files] || 1.09 [1 files]
--policy-scroll-bottom-curve-reveal,2,2,"clamp(0.34rem, 0.78vh, 0.58rem) [1 files] || clamp(0.24rem, 0.56vh, 0.42rem) [1 files]"
--policy-scroll-inline-gap,2,2,1.5rem [1 files] || 1.3rem [1 files]
--policy-scroll-normal-top-shift,2,2,"clamp(0.34rem, 0.8vh, 0.56rem) [1 files] || clamp(0.42rem, 0.95vh, 0.66rem) [1 files]"
--policy-scroll-open-max-width,2,2,"calc( var(--ring-diameter, var(--ring-diameter-default)) * 0.97 ) [1 files] || clamp( 44rem, calc(var(--ring-diameter, var(--ring-diameter-default)) * 0.975), 66rem ) [1 files]"
--policy-scroll-open-width,2,2,"min( clamp(40rem, var(--policy-scroll-open-max-width), 63rem), calc(100% - var(--policy-scroll-open-inline-gap)) ) [1 files] || min( clamp( 43rem, calc(var(--ring-diameter, var(--ring-diameter-default)) * 1.02), 66rem ), calc(100% - var(--policy-scroll-open-inline-gap)) ) [1 files]"
--policy-scroll-overscan-top,2,2,"clamp(1.6rem, 4.8vh, 2.4rem) [1 files] || clamp(2.2rem, 8vh, 3rem) [1 files]"
--policy-scroll-width,2,2,"min( clamp(31rem, var(--policy-scroll-max-width), 42rem), calc(100% - var(--policy-scroll-inline-gap)) ) [1 files] || min( clamp( 30rem, calc(var(--ring-diameter, var(--ring-diameter-default)) * 0.76), 40rem ), calc(100% - var(--policy-scroll-inline-gap)) ) [1 files]"
--profile-diameter,2,2,"var(--ring-diameter, var(--ring-diameter-default)) [1 files] || var(--chat-diameter) [1 files]"
--profile-orbit-center-offset-y,2,2,"clamp(-1.08rem, -4.2vw, -0.62rem) [1 files] || clamp(-0.76rem, -3vw, -0.42rem) [1 files]"
--pt-100,2,2,var(--hc-accent) [1 files] || #ecebe9 [1 files]
--pt-200,2,2,var(--hc-accent) [1 files] || #dfdeda [1 files]
--pt-300,2,2,var(--hc-accent) [1 files] || #c9c7c2 [1 files]
--pt-400,2,2,var(--hc-accent) [1 files] || #afaaa3 [1 files]
--pt-50,2,2,var(--hc-accent) [1 files] || #f8f8f7 [1 files]
--pt-500,2,2,var(--hc-accent) [1 files] || #7e7970 [1 files]
--pt-600,2,2,var(--hc-accent) [1 files] || #55514c [1 files]
--pt-dark,2,2,var(--hc-accent) [1 files] || var(--pt-500) [1 files]
--pt-light,2,2,var(--hc-accent) [1 files] || var(--pt-200) [1 files]
--pt-mid,2,2,var(--hc-accent) [1 files] || var(--pt-400) [1 files]
--rail-step-factor,2,2,1.12 [1 files] || 1.38 [1 files]
--rail-tooltip-gap,2,2,calc(0.4rem * var(--rail-profile-scale)) [1 files] || calc(0.18rem * var(--rail-profile-scale)) [1 files]
--seg-check-size,2,2,"clamp(0.96rem, 3.8vw, 1.08rem) [1 files] || clamp(0.9rem, 3.45vw, 1rem) [1 files]"
--seg-control-size,2,2,"clamp(1.28rem, 5vw, 1.48rem) [1 files] || clamp(1.18rem, 4.5vw, 1.34rem) [1 files]"
--service-map-control-glass-bg,2,2,"var( --subpage-card-bg, var(--service-map-glass-bg) ) [1 files] || #000 [1 files]"
--service-map-control-glass-bg-hover,2,2,"var( --subpage-card-bg-hover, var(--service-map-control-glass-bg) ) [1 files] || #000 [1 files]"
--service-map-glass-border,2,2,"color-mix( in srgb, var(--workspace-feature-text, #f2f2f2) 14%, transparent ) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--service-map-glass-shadow,2,2,"var( --glass-shell-shadow, var(--workspace-feature-shadow, 0 18px 38px rgba(2, 6, 14, 0.24)) ) [1 files] || none [1 files]"
--service-map-map-bottom-gap,2,2,0.85rem [1 files] || 1.15rem [1 files]
--service-map-marker-label-weight,2,2,820 [1 files] || 500 [1 files]
--service-map-mobile-field-gap,2,2,0.44rem [1 files] || 0.38rem [1 files]
--service-map-mobile-filters-pad-top,2,2,4.18rem [1 files] || 4.12rem [1 files]
--service-map-mobile-stack-gap,2,2,0.52rem [1 files] || 0.46rem [1 files]
--service-map-mobile-toolbar-inline-pad,2,2,0.82rem [1 files] || 0.68rem [1 files]
--service-map-mobile-toolbar-top-reserve,2,2,4.42rem [1 files] || 4.24rem [1 files]
--service-map-panel-glass-bg,2,2,var( --service-map-glass-bg ) [1 files] || #000 [1 files]
--service-map-panel-height,2,2,11.18rem [1 files] || 7.83rem [1 files]
--service-map-panel-top,2,2,0.72rem [1 files] || 0.7rem [1 files]
--service-map-placeholder-ch,2,2,21ch [1 files] || 14ch [1 files]
--service-map-toggle-arrow-color,2,2,#c57171 [1 files] || #7A3A38 [1 files]
--stack-safe-pad-bottom,2,2,"clamp(5.45rem, 12vh, 7.25rem) !important [1 files] || clamp(5.25rem, 11.5vh, 7rem) [1 files]"
--stack-safe-pad-top,2,2,"clamp(4.65rem, 10.5vh, 6.1rem) !important [1 files] || clamp(4.5rem, 10vh, 5.85rem) [1 files]"
--subpage-card-border-width,2,2,2px [1 files] || 0px [1 files]
--title-color,2,2,#7a3a38 [1 files] || var(--mono-title) [1 files]
--wellbeing-disabled-button-text,2,2,"color-mix(in srgb, var(--wellbeing-strong-text) 58%, transparent) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--wellbeing-primary-button-text,2,2,"#243244 [1 files] || var(--hc-accent, #ffea00) [1 files]"
--wellbeing-secondary-button-text,2,2,"var(--wellbeing-strong-text) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--workspace-glass-block-size,2,2,"var(--workspace-glass-diameter) [1 files] || var( --ring-diameter, var(--workspace-glass-diameter) ) [1 files]"
--workspace-glass-diameter,2,2,"min( var(--workspace-glass-max), calc(var(--workspace-glass-diameter-default) * 1.06) ) [1 files] || min( var(--workspace-glass-max), max( calc(40 * var(--base-rem)), calc(var(--workspace-glass-diameter-default) * var(--chat-focus-diameter-scale, 1.06)) ) ) [1 files]"
--workspace-glass-diameter-default,2,2,"min( var(--workspace-glass-max), max(var(--ring-base-min), var(--workspace-glass-fit)) ) [1 files] || min( var(--workspace-glass-max), max(var(--ring-base-min, calc(36 * var(--base-rem))), var(--workspace-glass-fit)) ) [1 files]"
--workspace-glass-fit-h,2,2,"calc( 100dvh - (2 * var(--ring-fit-pad)) - var(--ring-ui-reserve) ) [1 files] || calc( 100dvh - (2 * var(--ring-fit-pad, calc(1.3 * var(--base-rem)))) - var(--ring-ui-reserve, calc(2 * var(--base-rem))) ) [1 files]"
--workspace-glass-fit-w,2,2,"calc( 100vw - (2 * var(--ring-fit-pad)) ) [1 files] || calc( 100vw - (2 * var(--ring-fit-pad, calc(1.3 * var(--base-rem)))) ) [1 files]"
--workspace-glass-max,2,2,"min( var(--ring-desktop-max), calc(var(--ring-base-max) * var(--ring-scale)) ) [1 files] || min( var(--ring-desktop-max, calc(55 * var(--base-rem))), calc(var(--ring-base-max, calc(52 * var(--base-rem))) * var(--ring-scale, 1)) ) [1 files]"
--workspace-subpage-title-margin-bottom,2,2,"clamp(0.35rem, 1.4vh, 0.8rem) [1 files] || clamp(0.18rem, 0.9vh, 0.42rem) [1 files]"
